"date_time","channel","sp_title","category","sport","subsport","gender","length","description"
2023-02-25 05:15:00,"Teledeporte","Moto Avenue",NA,"Motociclismo",NA,NA,15,"Un programa pensado para los amantes de la gasolina y de las dos ruedas. El motociclismo de competición es el gran protagonista de este espacio."
2023-02-25 05:30:00,"Teledeporte","Mundial de Superbike",NA,"Otros",NA,NA,90,"El campeonato del mundo de Superbike es una competición de motos de gran cilindrada paralela al mundial de velocidad y que sirve de plataforma para muchos pilotos. El calendario de 2023 consta de doce pruebas. En cada evento se disputan tres carreras puntuables."
2023-02-25 06:55:00,"Teledeporte","Reportajes TDP | Atletismo",NA,"Atletismo",NA,NA,15,"Los reportajes de TDP pretenden promocionar el deporte español. Una aproximación a los atletas y a las competiciones de menor seguimiento que sirven para poner en valor el esfuerzo y el sacrificio de los participantes."
2023-02-25 07:10:00,"Teledeporte","División de Honor femenina de balonmano",NA,"Otros",NA,NA,80,"Los 12 mejores equipos femeninos de balonmano disputan la División de Honor. El Bera Bera, actual campeón de la competición, es el rival a batir. El Atlético Guardés de Pontevedra, el Gijón, el Málaga y el Elche se perfilan como las principales alternativas."
2023-02-25 08:30:00,"Teledeporte","Trail Transgrancanaria",NA,"Deportes de aventura",NA,NA,390,"Una de las pruebas más importantes del calendario mundial de ultramaratón de montaña. 128 kilómetros en completa autonomía. 7.500 metros de desnivel positivo, de la playa a la montaña. Una cita única por su belleza y exigencia que atraviesa la isla de Gran Canaria."
2023-02-25 15:00:00,"Teledeporte","Circuito mundial de atletismo en pista cubierta",NA,"Atletismo",NA,NA,120,"El circuito mundial indoor pone el broche final a la temporada con la disputa del encuentro de Birmingham en el Utilita Arena de la ciudad británica. Con el campeonato de Europa a la vuelta de la esquina, los atletas ultiman su preparación."
2023-02-25 17:00:00,"Teledeporte","Europeo femenino de rugby",NA,"Rugby",NA,NA,55,"España tiene muy cerca el décimo título de su historia en el Europeo femenino de rugby. Las Leonas ningunearon en el debut a Países Bajos (70-0). En el partido que cierra el campeonato, las de Juan González se mide a Suecia en Villajoyosa."
2023-02-25 17:55:00,"Teledeporte","Trail Transgrancanaria",NA,"Deportes de aventura",NA,NA,390,"Una de las pruebas más importantes del calendario mundial de ultramaratón de montaña. 128 kilómetros en completa autonomía. 7.500 metros de desnivel positivo, de la playa a la montaña. Una cita única por su belleza y exigencia que atraviesa la isla de Gran Canaria."
2023-02-25 18:50:00,"Teledeporte","Mundial de Superbike",NA,"Otros",NA,NA,90,"El campeonato del mundo de Superbike es una competición de motos de gran cilindrada paralela al mundial de velocidad y que sirve de plataforma para muchos pilotos. El calendario de 2023 consta de doce pruebas. En cada evento se disputan tres carreras puntuables."
2023-02-25 19:55:00,"Teledeporte","Copa del Rey de voleibol",NA,"Voleibol",NA,NA,125,"El Pabellón Los Pajaritos de Soria alberga la Copa del Rey de voleibol del 23 al 26 de febrero. El torneo del KO repite el formato con los ocho mejores conjuntos de la primera vuelta de la Superliga como protagonistas. El Melilla se impuso en 2022."
2023-02-25 22:00:00,"Teledeporte","WTA: Dubái",NA,"WTA Tour",NA,NA,95,"La de Dubái es una cita muy importante en el circuito WTA. El torneo de los Emiratos Árabes, de categoría 1000, reúne a la flor y nata del tenis femenino. Jelena Ostapenko se impuso en la edición de 2022."
2023-02-26 00:53:00,"Teledeporte","Copa del Rey de voleibol",NA,"Voleibol",NA,NA,112,"El Pabellón Los Pajaritos de Soria alberga la Copa del Rey de voleibol del 23 al 26 de febrero. El torneo del KO repite el formato con los ocho mejores conjuntos de la primera vuelta de la Superliga como protagonistas. El Melilla se impuso en 2022."
2023-02-26 02:45:00,"Teledeporte","Mundial de Superbike",NA,"Otros",NA,NA,50,"El campeonato del mundo de Superbike es una competición de motos de gran cilindrada paralela al mundial de velocidad y que sirve de plataforma para muchos pilotos. El calendario de 2023 consta de doce pruebas. En cada evento se disputan tres carreras puntuables."
2023-02-26 03:35:00,"Teledeporte","Resúmenes LaLiga Santander",NA,"Fútbol",NA,NA,13,"Cada semana, los 20 equipos de la Primera División pelean en una de las categorías más igualadas del fútbol mundial. Este espacio repasa los encuentros que se disputan cada jornada en LaLiga."
2023-02-26 03:48:00,"Teledeporte","Resúmenes LaLiga Santander",NA,"Fútbol",NA,NA,13,"Cada semana, los 20 equipos de la Primera División pelean en una de las categorías más igualadas del fútbol mundial. Este espacio repasa los encuentros que se disputan cada jornada en LaLiga."
2023-02-26 04:01:00,"Teledeporte","Resúmenes LaLiga Santander",NA,"Fútbol",NA,NA,13,"Cada semana, los 20 equipos de la Primera División pelean en una de las categorías más igualadas del fútbol mundial. Este espacio repasa los encuentros que se disputan cada jornada en LaLiga."
2023-02-26 04:15:00,"Teledeporte","Mundial de Superbike",NA,"Otros",NA,NA,50,"El campeonato del mundo de Superbike es una competición de motos de gran cilindrada paralela al mundial de velocidad y que sirve de plataforma para muchos pilotos. El calendario de 2023 consta de doce pruebas. En cada evento se disputan tres carreras puntuables."
2023-02-26 05:15:00,"Teledeporte","Reportajes TDP | Ciclismo",NA,"Ciclismo",NA,NA,15,"Los reportajes de TDP pretenden promocionar el deporte español. Una aproximación a los atletas y a las competiciones de menor seguimiento que sirven para poner en valor el esfuerzo y el sacrificio de los participantes."
2023-02-26 05:30:00,"Teledeporte","Mundial de Superbike",NA,"Otros",NA,NA,50,"El campeonato del mundo de Superbike es una competición de motos de gran cilindrada paralela al mundial de velocidad y que sirve de plataforma para muchos pilotos. El calendario de 2023 consta de doce pruebas. En cada evento se disputan tres carreras puntuables."
2023-02-26 06:55:00,"Teledeporte","Europeo femenino de rugby",NA,"Rugby",NA,NA,90,"España tiene muy cerca el décimo título de su historia en el Europeo femenino de rugby. Las Leonas ningunearon en el debut a Países Bajos (70-0). En el partido que cierra el campeonato, las de Juan González se mide a Suecia en Villajoyosa."
2023-02-26 08:25:00,"Teledeporte","División de Honor de baloncesto en silla de ruedas",NA,"Otros",NA,NA,90,"Los mejores clubes de baloncesto en silla de ruedas disputan la División de Honor de este deporte."
2023-02-26 09:55:00,"Teledeporte","Circuito mundial de atletismo en pista cubierta",NA,"Atletismo",NA,NA,120,"El circuito mundial indoor pone el broche final a la temporada con la disputa del encuentro de Birmingham en el Utilita Arena de la ciudad británica. Con el campeonato de Europa a la vuelta de la esquina, los atletas ultiman su preparación."
2023-02-26 11:55:00,"Teledeporte","Liga Femenina de baloncesto",NA,"Otros",NA,NA,110,"Partido de alta tensión en el pabellón Wurzburg. El tercer clasificado, Avenida (17-5) recibe al segundo, Uni Girona (18-4). Las salmantinas encadenan siete triunfos consecutivos y pretenden dar caza a las catalanas."
2023-02-26 13:45:00,"Teledeporte","División de Honor de rugby",NA,"Rugby",NA,NA,105,"El derbi pucelano de la División de Honor llega en la 14ª jornada. El estadio Pepe Rojo es el escenario del duelo entre El Salvador (cuarto en la tabla con 36 puntos) y el VRAC, líder con 53. El 15 quesero solo tiene una derrota en el casillero."
2023-02-26 15:30:00,"Teledeporte","Vela: SailGP Series",NA,"Vela",NA,NA,25,"Una competición náutica que enfrenta por países a los tripulantes de catamaranes F50. En la temporada 22/23, el certamen celebra su tercera edición y visita costas tan icónicas como las de Bermudas, Chicago, Plymouth, Cádiz o San Francisco."
2023-02-26 15:55:00,"Teledeporte","ASOBAL",NA,"Liga ASOBAL",NA,NA,122,"El Pabellón Municipal Vicente Trueba es el escenario del duelo de la 19ª jornada de la ASOBAL entre Torrelavega y Cangas. Los cántabros cuentan con 21 puntos en la tabla y pelean por las posiciones delanteras. Los gallegos, mientras, en la cola, suman 13 unidades."
2023-02-26 17:57:00,"Teledeporte","Clasificación MundoBasket",NA,"Mundial",NA,NA,123,"España cierra la brillante fase de clasificación para el MundoBasket en Cáceres. Sergio Scariolo se mide a su país natal, Italia, en un duelo sin tensión: ambas selecciones tienen billete asegurado para el torneo. La Selección, eso sí, quiere acabar ganando."
2023-02-26 20:00:00,"Teledeporte","Copa del Rey de voleibol",NA,"Voleibol",NA,NA,112,"El Pabellón Los Pajaritos de Soria alberga la Copa del Rey de voleibol del 23 al 26 de febrero. El torneo del KO repite el formato con los ocho mejores conjuntos de la primera vuelta de la Superliga como protagonistas. El Melilla se impuso en 2022."
2023-02-26 22:00:00,"Teledeporte","Mundial de Superbike",NA,"Otros",NA,NA,50,"El campeonato del mundo de Superbike es una competición de motos de gran cilindrada paralela al mundial de velocidad y que sirve de plataforma para muchos pilotos. El calendario de 2023 consta de doce pruebas. En cada evento se disputan tres carreras puntuables."
2023-02-26 23:00:00,"Teledeporte","Estudio estadio",NA,"Fútbol",NA,NA,54,"El programa se reinventa con una nueva etapa 50 años después de su debut. El periodista deportivo Paco Caro lidera este espacio, que cuenta con la colaboración de Juan Carlos Rivero."
2023-02-27 00:30:00,"Teledeporte","Clasificación MundoBasket",NA,"Mundial",NA,NA,100,"España cierra la brillante fase de clasificación para el MundoBasket en Cáceres. Sergio Scariolo se mide a su país natal, Italia, en un duelo sin tensión: ambas selecciones tienen billete asegurado para el torneo. La Selección, eso sí, quiere acabar ganando."
